ubicacion,date,rango_hora,cantidad_total,fin_de_semana
Independencia,2020-06-05,16 a 24,31732,False
Independencia,2020-06-05,8 a 16,51547,False
Independencia,2020-06-06,0 a 8,6389,True
Independencia,2020-06-06,16 a 24,22411,True
Independencia,2020-06-06,8 a 16,34496,True
Independencia,2020-06-07,0 a 8,4878,True
Independencia,2020-06-07,16 a 24,14391,True
Independencia,2020-06-07,8 a 16,15011,True
Independencia,2020-06-08,0 a 8,4495,False
Independencia,2020-06-08,16 a 24,30815,False
Independencia,2020-06-08,8 a 16,53912,False
Independencia,2020-06-09,0 a 8,10101,False
Independencia,2020-06-09,16 a 24,29766,False
Independencia,2020-06-09,8 a 16,51735,False
Independencia,2020-06-10,0 a 8,9681,False
Independencia,2020-06-10,16 a 24,29849,False
Independencia,2020-06-10,8 a 16,51958,False
Independencia,2020-06-11,0 a 8,9531,False
Independencia,2020-06-11,16 a 24,30860,False
Independencia,2020-06-11,8 a 16,52970,False
Independencia,2020-06-12,0 a 8,9798,False
Independencia,2020-06-12,16 a 24,33899,False
Independencia,2020-06-12,8 a 16,54448,False
Independencia,2020-06-13,0 a 8,6744,True
Independencia,2020-06-13,16 a 24,22001,True
Independencia,2020-06-13,8 a 16,31812,True
Independencia,2020-06-14,0 a 8,5185,True
Independencia,2020-06-14,16 a 24,16749,True
Independencia,2020-06-14,8 a 16,14617,True
Independencia,2020-06-15,0 a 8,5208,False
Independencia,2020-06-15,16 a 24,17696,False
Independencia,2020-06-15,8 a 16,19604,False
Independencia,2020-06-16,0 a 8,9716,False
Independencia,2020-06-16,16 a 24,27674,False
Independencia,2020-06-16,8 a 16,51576,False
Independencia,2020-06-17,0 a 8,8806,False
Independencia,2020-06-17,16 a 24,27232,False
Independencia,2020-06-17,8 a 16,54627,False
Independencia,2020-06-18,0 a 8,8756,False
Independencia,2020-06-18,16 a 24,29713,False
Independencia,2020-06-18,8 a 16,52217,False
Independencia,2020-06-19,0 a 8,8807,False
Independencia,2020-06-19,16 a 24,27371,False
Independencia,2020-06-19,8 a 16,53202,False
Independencia,2020-06-20,0 a 8,4955,True
Independencia,2020-06-20,16 a 24,18898,True
Independencia,2020-06-20,8 a 16,26797,True
Independencia,2020-06-21,0 a 8,4169,True
Independencia,2020-06-21,16 a 24,14745,True
Independencia,2020-06-21,8 a 16,16010,True
Independencia,2020-06-22,0 a 8,8338,False
Independencia,2020-06-22,16 a 24,22939,False
Independencia,2020-06-22,8 a 16,45964,False
Independencia,2020-06-23,0 a 8,7206,False
Independencia,2020-06-23,16 a 24,21692,False
Independencia,2020-06-23,8 a 16,45325,False
Independencia,2020-06-24,0 a 8,7604,False
Independencia,2020-06-24,16 a 24,22003,False
Independencia,2020-06-24,8 a 16,51775,False
Independencia,2020-06-25,0 a 8,7693,False
Independencia,2020-06-25,16 a 24,25152,False
Independencia,2020-06-25,8 a 16,44535,False
Independencia,2020-06-26,0 a 8,7881,False
Independencia,2020-06-26,16 a 24,28862,False
Independencia,2020-06-26,8 a 16,49778,False
Independencia,2020-06-27,0 a 8,5458,True
Independencia,2020-06-27,16 a 24,19084,True
Independencia,2020-06-27,8 a 16,30718,True
Independencia,2020-06-28,0 a 8,4389,True
Independencia,2020-06-28,16 a 24,14751,True
Independencia,2020-06-28,8 a 16,14781,True
Independencia,2020-06-29,0 a 8,7629,False
Independencia,2020-06-29,16 a 24,29084,False
Independencia,2020-06-29,8 a 16,49141,False
Independencia,2020-06-30,0 a 8,7994,False
Independencia,2020-06-30,16 a 24,27802,False
Independencia,2020-06-30,8 a 16,38854,False
Independencia,2020-07-01,0 a 8,8561,False
Independencia,2020-07-01,16 a 24,22513,False
Independencia,2020-07-01,8 a 16,40651,False
Independencia,2020-07-02,0 a 8,8183,False
Independencia,2020-07-02,16 a 24,26218,False
Independencia,2020-07-02,8 a 16,44610,False
Independencia,2020-07-03,0 a 8,8835,False
Independencia,2020-07-03,16 a 24,30201,False
Independencia,2020-07-03,8 a 16,47027,False
Independencia,2020-07-04,0 a 8,6496,True
Independencia,2020-07-04,16 a 24,19182,True
Independencia,2020-07-04,8 a 16,28463,True
Independencia,2020-07-05,0 a 8,4773,True
Independencia,2020-07-05,16 a 24,15181,True
Independencia,2020-07-05,8 a 16,13054,True
Independencia,2020-07-06,0 a 8,7655,False
Independencia,2020-07-06,16 a 24,25884,False
Independencia,2020-07-06,8 a 16,41016,False
Independencia,2020-07-07,0 a 8,8380,False
Independencia,2020-07-07,16 a 24,27821,False
Independencia,2020-07-07,8 a 16,54357,False
Independencia,2020-07-08,0 a 8,8642,False
Independencia,2020-07-08,16 a 24,28865,False
Independencia,2020-07-08,8 a 16,49757,False
Independencia,2020-07-09,0 a 8,5316,False
Independencia,2020-07-09,16 a 24,15888,False
Independencia,2020-07-09,8 a 16,21504,False
Independencia,2020-07-10,0 a 8,4729,False
Independencia,2020-07-10,16 a 24,17162,False
Independencia,2020-07-10,8 a 16,26714,False
Independencia,2020-07-11,0 a 8,5359,True
Independencia,2020-07-11,16 a 24,17678,True
Independencia,2020-07-11,8 a 16,26010,True
Independencia,2020-07-12,0 a 8,4515,True
Independencia,2020-07-12,16 a 24,13607,True
Independencia,2020-07-12,8 a 16,14016,True
Independencia,2020-07-13,0 a 8,7989,False
Independencia,2020-07-13,16 a 24,28551,False
Independencia,2020-07-13,8 a 16,42596,False
Independencia,2020-07-14,0 a 8,9269,False
Independencia,2020-07-14,16 a 24,27929,False
Independencia,2020-07-14,8 a 16,44290,False
Independencia,2020-07-15,0 a 8,9066,False
Independencia,2020-07-15,16 a 24,28168,False
Independencia,2020-07-15,8 a 16,45056,False
Independencia,2020-07-16,0 a 8,9483,False
Independencia,2020-07-16,16 a 24,27697,False
Independencia,2020-07-16,8 a 16,49745,False
Independencia,2020-07-17,0 a 8,8965,False
Independencia,2020-07-17,16 a 24,34233,False
Independencia,2020-07-17,8 a 16,48916,False
Independencia,2020-07-18,0 a 8,7102,True
Independencia,2020-07-18,16 a 24,23103,True
Independencia,2020-07-18,8 a 16,35828,True
Independencia,2020-07-19,0 a 8,5531,True
Independencia,2020-07-19,16 a 24,19089,True
Independencia,2020-07-19,8 a 16,16282,True
Independencia,2020-07-20,0 a 8,9139,False
Independencia,2020-07-20,16 a 24,31040,False
Independencia,2020-07-20,8 a 16,52368,False
Independencia,2020-07-21,0 a 8,9218,False
Independencia,2020-07-21,16 a 24,31811,False
Independencia,2020-07-21,8 a 16,56970,False
Independencia,2020-07-22,0 a 8,10667,False
Independencia,2020-07-22,16 a 24,33336,False
Independencia,2020-07-22,8 a 16,62534,False
Independencia,2020-07-23,0 a 8,10584,False
Independencia,2020-07-23,16 a 24,33332,False
Independencia,2020-07-23,8 a 16,57668,False
Independencia,2020-07-24,0 a 8,9754,False
Independencia,2020-07-24,16 a 24,32861,False
Independencia,2020-07-24,8 a 16,54119,False
Independencia,2020-07-25,0 a 8,6758,True
Independencia,2020-07-25,16 a 24,24822,True
Independencia,2020-07-25,8 a 16,30771,True
Independencia,2020-07-26,0 a 8,5501,True
Independencia,2020-07-26,16 a 24,18152,True
Independencia,2020-07-26,8 a 16,13304,True
Independencia,2020-07-27,0 a 8,9526,False
Independencia,2020-07-27,16 a 24,31354,False
Independencia,2020-07-27,8 a 16,48700,False
Independencia,2020-07-28,0 a 8,9873,False
Independencia,2020-07-28,16 a 24,28214,False
Independencia,2020-07-28,8 a 16,49122,False
Independencia,2020-07-29,0 a 8,9226,False
Independencia,2020-07-29,16 a 24,38601,False
Independencia,2020-07-29,8 a 16,52163,False
Independencia,2020-07-30,0 a 8,11777,False
Independencia,2020-07-30,16 a 24,38105,False
Independencia,2020-07-30,8 a 16,59990,False
Independencia,2020-07-31,0 a 8,11977,False
Independencia,2020-07-31,16 a 24,43657,False
Independencia,2020-07-31,8 a 16,61953,False
Independencia,2020-08-01,0 a 8,8704,True
Independencia,2020-08-01,16 a 24,31723,True
Independencia,2020-08-01,8 a 16,37001,True
Independencia,2020-08-02,0 a 8,7131,True
Independencia,2020-08-02,16 a 24,23897,True
Independencia,2020-08-02,8 a 16,18444,True
Independencia,2020-08-03,0 a 8,11886,False
Independencia,2020-08-03,16 a 24,38507,False
Independencia,2020-08-03,8 a 16,60778,False
Independencia,2020-08-04,0 a 8,12496,False
Independencia,2020-08-04,16 a 24,39882,False
Independencia,2020-08-04,8 a 16,64561,False
Independencia,2020-08-05,0 a 8,12544,False
Independencia,2020-08-05,16 a 24,39303,False
Independencia,2020-08-05,8 a 16,67001,False
Independencia,2020-08-06,0 a 8,11979,False
Independencia,2020-08-06,16 a 24,36444,False
Independencia,2020-08-06,8 a 16,67858,False
Independencia,2020-08-07,0 a 8,11821,False
Independencia,2020-08-07,16 a 24,40860,False
Independencia,2020-08-07,8 a 16,65368,False
Independencia,2020-08-08,0 a 8,8521,True
Independencia,2020-08-08,16 a 24,30813,True
Independencia,2020-08-08,8 a 16,43854,True
Independencia,2020-08-09,0 a 8,7360,True
Independencia,2020-08-09,16 a 24,23334,True
Independencia,2020-08-09,8 a 16,23147,True
Independencia,2020-08-10,0 a 8,11664,False
Independencia,2020-08-10,16 a 24,36884,False
Independencia,2020-08-10,8 a 16,62945,False
Independencia,2020-08-11,0 a 8,11907,False
Independencia,2020-08-11,16 a 24,38598,False
Independencia,2020-08-11,8 a 16,62369,False
Independencia,2020-08-12,0 a 8,12637,False
Independencia,2020-08-12,16 a 24,40294,False
Independencia,2020-08-12,8 a 16,65263,False
Independencia,2020-08-13,0 a 8,12733,False
Independencia,2020-08-13,16 a 24,40876,False
Independencia,2020-08-13,8 a 16,68598,False
Independencia,2020-08-14,0 a 8,12730,False
Independencia,2020-08-14,16 a 24,45049,False
Independencia,2020-08-14,8 a 16,69200,False
Independencia,2020-08-15,0 a 8,9582,True
Independencia,2020-08-15,16 a 24,36823,True
Independencia,2020-08-15,8 a 16,48472,True
Independencia,2020-08-16,0 a 8,8407,True
Independencia,2020-08-16,16 a 24,29202,True
Independencia,2020-08-16,8 a 16,25385,True
Independencia,2020-08-17,0 a 8,8385,False
Independencia,2020-08-17,16 a 24,30504,False
Independencia,2020-08-17,8 a 16,28708,False
Independencia,2020-08-18,0 a 8,14213,False
Independencia,2020-08-18,16 a 24,41645,False
Independencia,2020-08-18,8 a 16,66476,False
Independencia,2020-08-19,0 a 8,13437,False
Independencia,2020-08-19,16 a 24,39637,False
Independencia,2020-08-19,8 a 16,67325,False
Independencia,2020-08-20,0 a 8,12604,False
Independencia,2020-08-20,16 a 24,41530,False
Independencia,2020-08-20,8 a 16,65040,False
Independencia,2020-08-21,0 a 8,13388,False
Independencia,2020-08-21,16 a 24,43775,False
Independencia,2020-08-21,8 a 16,65599,False
Independencia,2020-08-22,0 a 8,9373,True
Independencia,2020-08-22,16 a 24,33489,True
Independencia,2020-08-22,8 a 16,44457,True
Independencia,2020-08-23,0 a 8,8224,True
Independencia,2020-08-23,16 a 24,25702,True
Independencia,2020-08-23,8 a 16,23150,True
Independencia,2020-08-24,0 a 8,12987,False
Independencia,2020-08-24,16 a 24,35603,False
Independencia,2020-08-24,8 a 16,54287,False
Independencia,2020-08-25,0 a 8,11959,False
Independencia,2020-08-25,16 a 24,42631,False
Independencia,2020-08-25,8 a 16,64739,False
Independencia,2020-08-26,0 a 8,13457,False
Independencia,2020-08-26,16 a 24,40109,False
Independencia,2020-08-26,8 a 16,70366,False
Independencia,2020-08-27,0 a 8,12840,False
Independencia,2020-08-27,16 a 24,42185,False
Independencia,2020-08-27,8 a 16,65588,False
Independencia,2020-08-28,0 a 8,13337,False
Independencia,2020-08-28,16 a 24,46685,False
Independencia,2020-08-28,8 a 16,72036,False
Independencia,2020-08-29,0 a 8,9396,True
Independencia,2020-08-29,16 a 24,34340,True
Independencia,2020-08-29,8 a 16,51887,True
Independencia,2020-08-30,0 a 8,8061,True
Independencia,2020-08-30,16 a 24,28155,True
Independencia,2020-08-30,8 a 16,24444,True
Independencia,2020-08-31,0 a 8,13255,False
Independencia,2020-08-31,16 a 24,41547,False
Independencia,2020-08-31,8 a 16,70985,False
Independencia,2020-09-01,0 a 8,12761,False
Independencia,2020-09-01,16 a 24,39137,False
Independencia,2020-09-01,8 a 16,74261,False
Independencia,2020-09-02,0 a 8,12395,False
Independencia,2020-09-02,16 a 24,30001,False
Independencia,2020-09-02,8 a 16,57793,False
Independencia,2020-09-03,0 a 8,13000,False
Independencia,2020-09-03,16 a 24,45099,False
Independencia,2020-09-03,8 a 16,74056,False
Independencia,2020-09-04,0 a 8,14420,False
Independencia,2020-09-04,16 a 24,51855,False
Independencia,2020-09-04,8 a 16,72123,False
Independencia,2020-09-05,0 a 8,11128,True
Independencia,2020-09-05,16 a 24,38095,True
Independencia,2020-09-05,8 a 16,48736,True
Independencia,2020-09-06,0 a 8,8923,True
Independencia,2020-09-06,16 a 24,29738,True
Independencia,2020-09-06,8 a 16,25088,True
Independencia,2020-09-07,0 a 8,13170,False
Independencia,2020-09-07,16 a 24,41139,False
Independencia,2020-09-07,8 a 16,62212,False
Independencia,2020-09-08,0 a 8,13065,False
Independencia,2020-09-08,16 a 24,43422,False
Independencia,2020-09-08,8 a 16,64085,False
Independencia,2020-09-09,0 a 8,14297,False
Independencia,2020-09-09,16 a 24,43824,False
Independencia,2020-09-09,8 a 16,70130,False
Independencia,2020-09-10,0 a 8,14114,False
Independencia,2020-09-10,16 a 24,44044,False
Independencia,2020-09-10,8 a 16,64352,False
Independencia,2020-09-11,0 a 8,14283,False
Independencia,2020-09-11,16 a 24,49100,False
Independencia,2020-09-11,8 a 16,68954,False
Independencia,2020-09-12,0 a 8,10898,True
Independencia,2020-09-12,16 a 24,37494,True
Independencia,2020-09-12,8 a 16,46533,True
Independencia,2020-09-13,0 a 8,9776,True
Independencia,2020-09-13,16 a 24,32187,True
Independencia,2020-09-13,8 a 16,23714,True
Independencia,2020-09-14,0 a 8,13541,False
Independencia,2020-09-14,16 a 24,41671,False
Independencia,2020-09-14,8 a 16,64523,False
Independencia,2020-09-15,0 a 8,12863,False
Independencia,2020-09-15,16 a 24,45310,False
Independencia,2020-09-15,8 a 16,70458,False
Independencia,2020-09-16,0 a 8,13246,False
Independencia,2020-09-16,16 a 24,44322,False
Independencia,2020-09-16,8 a 16,67436,False
Independencia,2020-09-17,0 a 8,13321,False
Independencia,2020-09-17,16 a 24,47218,False
Independencia,2020-09-17,8 a 16,66709,False
Independencia,2020-09-18,0 a 8,14707,False
Independencia,2020-09-18,16 a 24,41469,False
Independencia,2020-09-18,8 a 16,63628,False
Independencia,2020-09-19,0 a 8,9427,True
Independencia,2020-09-19,16 a 24,33650,True
Independencia,2020-09-19,8 a 16,42617,True
Independencia,2020-09-20,0 a 8,8809,True
Independencia,2020-09-20,16 a 24,27312,True
Independencia,2020-09-20,8 a 16,23667,True
Independencia,2020-09-21,0 a 8,11272,False
Independencia,2020-09-21,16 a 24,41694,False
Independencia,2020-09-21,8 a 16,58210,False
Independencia,2020-09-22,0 a 8,13323,False
Independencia,2020-09-22,16 a 24,43307,False
Independencia,2020-09-22,8 a 16,65767,False
Independencia,2020-09-23,0 a 8,14731,False
Independencia,2020-09-23,16 a 24,45204,False
Independencia,2020-09-23,8 a 16,66233,False
Independencia,2020-09-24,0 a 8,13593,False
Independencia,2020-09-24,16 a 24,46464,False
Independencia,2020-09-24,8 a 16,68728,False
Independencia,2020-09-25,0 a 8,14477,False
Independencia,2020-09-25,16 a 24,49587,False
Independencia,2020-09-25,8 a 16,80875,False
Independencia,2020-09-26,0 a 8,10056,True
Independencia,2020-09-26,16 a 24,37826,True
Independencia,2020-09-26,8 a 16,41309,True
Independencia,2020-09-27,0 a 8,10463,True
Independencia,2020-09-27,16 a 24,29676,True
Independencia,2020-09-27,8 a 16,28280,True
Independencia,2020-09-28,0 a 8,12920,False
Independencia,2020-09-28,16 a 24,41372,False
Independencia,2020-09-28,8 a 16,61312,False
Independencia,2020-09-29,0 a 8,13229,False
Independencia,2020-09-29,16 a 24,44354,False
Independencia,2020-09-29,8 a 16,67644,False
Independencia,2020-09-30,0 a 8,13780,False
Independencia,2020-09-30,16 a 24,47288,False
Independencia,2020-09-30,8 a 16,68190,False
Independencia,2020-10-01,0 a 8,13638,False
Independencia,2020-10-01,16 a 24,49861,False
Independencia,2020-10-01,8 a 16,72035,False
Independencia,2020-10-02,0 a 8,14475,False
Independencia,2020-10-02,16 a 24,50839,False
Independencia,2020-10-02,8 a 16,69601,False
Independencia,2020-10-03,0 a 8,12343,True
Independencia,2020-10-03,16 a 24,41533,True
Independencia,2020-10-03,8 a 16,56490,True
Independencia,2020-10-04,0 a 8,10914,True
Independencia,2020-10-04,16 a 24,32183,True
Independencia,2020-10-04,8 a 16,26657,True
Independencia,2020-10-05,0 a 8,15766,False
Independencia,2020-10-05,16 a 24,42784,False
Independencia,2020-10-05,8 a 16,71671,False
Independencia,2020-10-06,0 a 8,12893,False
Independencia,2020-10-06,16 a 24,44306,False
Independencia,2020-10-06,8 a 16,66468,False
Independencia,2020-10-07,0 a 8,14040,False
Independencia,2020-10-07,16 a 24,46959,False
Independencia,2020-10-07,8 a 16,66551,False
Independencia,2020-10-08,0 a 8,13994,False
Independencia,2020-10-08,16 a 24,45019,False
Independencia,2020-10-08,8 a 16,63489,False
Independencia,2020-10-09,0 a 8,14957,False
Independencia,2020-10-09,16 a 24,45873,False
Independencia,2020-10-09,8 a 16,62680,False
Independencia,2020-10-10,0 a 8,11557,True
Independencia,2020-10-10,16 a 24,37160,True
Independencia,2020-10-10,8 a 16,43495,True
Independencia,2020-10-11,0 a 8,10131,True
Independencia,2020-10-11,16 a 24,29778,True
Independencia,2020-10-11,8 a 16,25397,True
Independencia,2020-10-12,0 a 8,9027,False
Independencia,2020-10-12,16 a 24,31947,False
Independencia,2020-10-12,8 a 16,28404,False
Independencia,2020-10-13,0 a 8,12463,False
Independencia,2020-10-13,16 a 24,39576,False
Independencia,2020-10-13,8 a 16,59648,False
Independencia,2020-10-14,0 a 8,13361,False
Independencia,2020-10-14,16 a 24,44067,False
Independencia,2020-10-14,8 a 16,61766,False
Independencia,2020-10-15,0 a 8,14521,False
Independencia,2020-10-15,16 a 24,50113,False
Independencia,2020-10-15,8 a 16,76192,False
Independencia,2020-10-16,0 a 8,14812,False
Independencia,2020-10-16,16 a 24,50675,False
Independencia,2020-10-16,8 a 16,67106,False
Independencia,2020-10-17,0 a 8,13255,True
Independencia,2020-10-17,16 a 24,43530,True
Independencia,2020-10-17,8 a 16,51280,True
Independencia,2020-10-18,0 a 8,12767,True
Independencia,2020-10-18,16 a 24,37150,True
Independencia,2020-10-18,8 a 16,34252,True
Independencia,2020-10-19,0 a 8,14635,False
Independencia,2020-10-19,16 a 24,34661,False
Independencia,2020-10-19,8 a 16,60726,False
Independencia,2020-10-20,0 a 8,13307,False
Independencia,2020-10-20,16 a 24,40523,False
Independencia,2020-10-20,8 a 16,69213,False
Independencia,2020-10-21,0 a 8,13398,False
Independencia,2020-10-21,16 a 24,37718,False
Independencia,2020-10-21,8 a 16,67573,False
Independencia,2020-10-22,0 a 8,12657,False
Independencia,2020-10-22,16 a 24,40065,False
Independencia,2020-10-22,8 a 16,66526,False
Independencia,2020-10-23,0 a 8,14500,False
Independencia,2020-10-23,16 a 24,53138,False
Independencia,2020-10-23,8 a 16,70523,False
Independencia,2020-10-24,0 a 8,14391,True
Independencia,2020-10-24,16 a 24,39728,True
Independencia,2020-10-24,8 a 16,50951,True
Independencia,2020-10-25,0 a 8,13181,True
Independencia,2020-10-25,16 a 24,28898,True
Independencia,2020-10-25,8 a 16,26818,True
Independencia,2020-10-26,0 a 8,13711,False
Independencia,2020-10-26,16 a 24,39838,False
Independencia,2020-10-26,8 a 16,60537,False
Independencia,2020-10-27,0 a 8,13958,False
Independencia,2020-10-27,16 a 24,37206,False
Independencia,2020-10-27,8 a 16,52985,False
Independencia,2020-10-28,0 a 8,15139,False
Independencia,2020-10-28,16 a 24,49691,False
Independencia,2020-10-28,8 a 16,74522,False
Independencia,2020-10-29,0 a 8,14669,False
Independencia,2020-10-29,16 a 24,45225,False
Independencia,2020-10-29,8 a 16,68047,False
Independencia,2020-10-30,0 a 8,15428,False
Independencia,2020-10-30,16 a 24,46928,False
Independencia,2020-10-30,8 a 16,65307,False
Independencia,2020-10-31,0 a 8,14331,True
Independencia,2020-10-31,16 a 24,34907,True
Independencia,2020-10-31,8 a 16,45355,True
Independencia,2020-11-01,0 a 8,12417,True
Independencia,2020-11-01,16 a 24,35440,True
Independencia,2020-11-01,8 a 16,26474,True
Independencia,2020-11-02,0 a 8,14576,False
Independencia,2020-11-02,16 a 24,39307,False
Independencia,2020-11-02,8 a 16,57446,False
Independencia,2020-11-03,0 a 8,14426,False
Independencia,2020-11-03,16 a 24,42957,False
Independencia,2020-11-03,8 a 16,61654,False
Independencia,2020-11-04,0 a 8,15642,False
Independencia,2020-11-04,16 a 24,47345,False
Independencia,2020-11-04,8 a 16,63197,False
Independencia,2020-11-05,0 a 8,15471,False
Independencia,2020-11-05,16 a 24,43810,False
Independencia,2020-11-05,8 a 16,60167,False
Independencia,2020-11-06,0 a 8,17083,False
Independencia,2020-11-06,16 a 24,49291,False
Independencia,2020-11-06,8 a 16,64249,False
Independencia,2020-11-07,0 a 8,15555,True
Independencia,2020-11-07,16 a 24,44103,True
Independencia,2020-11-07,8 a 16,47634,True
Independencia,2020-11-08,0 a 8,16467,True
Independencia,2020-11-08,16 a 24,39295,True
Independencia,2020-11-08,8 a 16,25925,True
Independencia,2020-11-09,0 a 8,17030,False
Independencia,2020-11-09,16 a 24,49679,False
Independencia,2020-11-09,8 a 16,71295,False
Independencia,2020-11-10,0 a 8,15300,False
Independencia,2020-11-10,16 a 24,44301,False
Independencia,2020-11-10,8 a 16,61925,False
Independencia,2020-11-11,0 a 8,16284,False
Independencia,2020-11-11,16 a 24,42776,False
Independencia,2020-11-11,8 a 16,61044,False
Independencia,2020-11-12,0 a 8,16397,False
Independencia,2020-11-12,16 a 24,43813,False
Independencia,2020-11-12,8 a 16,61672,False
Independencia,2020-11-13,0 a 8,17435,False
Independencia,2020-11-13,16 a 24,42781,False
Independencia,2020-11-13,8 a 16,59620,False
Independencia,2020-11-14,0 a 8,14344,True
Independencia,2020-11-14,16 a 24,40664,True
Independencia,2020-11-14,8 a 16,47681,True
Independencia,2020-11-15,0 a 8,13012,True
Independencia,2020-11-15,16 a 24,31373,True
Independencia,2020-11-15,8 a 16,23796,True
Independencia,2020-11-16,0 a 8,14579,False
Independencia,2020-11-16,16 a 24,35849,False
Independencia,2020-11-16,8 a 16,51987,False
Independencia,2020-11-17,0 a 8,13870,False
Independencia,2020-11-17,16 a 24,38964,False
Independencia,2020-11-17,8 a 16,53121,False
Independencia,2020-11-18,0 a 8,15289,False
Independencia,2020-11-18,16 a 24,41340,False
Independencia,2020-11-18,8 a 16,61000,False
Independencia,2020-11-19,0 a 8,15652,False
Independencia,2020-11-19,16 a 24,45818,False
Independencia,2020-11-19,8 a 16,62451,False
Independencia,2020-11-20,0 a 8,17651,False
Independencia,2020-11-20,16 a 24,49622,False
Independencia,2020-11-20,8 a 16,60634,False
Independencia,2020-11-21,0 a 8,17019,True
Independencia,2020-11-21,16 a 24,42334,True
Independencia,2020-11-21,8 a 16,47830,True
Independencia,2020-11-22,0 a 8,16096,True
Independencia,2020-11-22,16 a 24,35600,True
Independencia,2020-11-22,8 a 16,25218,True
Independencia,2020-11-23,0 a 8,13563,False
Independencia,2020-11-23,16 a 24,29787,False
Independencia,2020-11-23,8 a 16,25560,False
Independencia,2020-11-24,0 a 8,15923,False
Independencia,2020-11-24,16 a 24,44373,False
Independencia,2020-11-24,8 a 16,59300,False
Independencia,2020-11-25,0 a 8,16065,False
Independencia,2020-11-25,16 a 24,52746,False
Independencia,2020-11-25,8 a 16,77286,False
Independencia,2020-11-26,0 a 8,19395,False
Independencia,2020-11-26,16 a 24,46368,False
Independencia,2020-11-26,8 a 16,63959,False
Independencia,2020-11-27,0 a 8,18202,False
Independencia,2020-11-27,16 a 24,46275,False
Independencia,2020-11-27,8 a 16,62788,False
Independencia,2020-11-28,0 a 8,15138,True
Independencia,2020-11-28,16 a 24,41944,True
Independencia,2020-11-28,8 a 16,47704,True
Independencia,2020-11-29,0 a 8,14194,True
Independencia,2020-11-29,16 a 24,29052,True
Independencia,2020-11-29,8 a 16,20097,True
Independencia,2020-11-30,0 a 8,14302,False
Independencia,2020-11-30,16 a 24,45508,False
Independencia,2020-11-30,8 a 16,58771,False
Independencia,2020-12-01,0 a 8,17559,False
Independencia,2020-12-01,16 a 24,46265,False
Independencia,2020-12-01,8 a 16,65474,False
Independencia,2020-12-02,0 a 8,18276,False
Independencia,2020-12-02,16 a 24,50317,False
Independencia,2020-12-02,8 a 16,73838,False
Independencia,2020-12-03,0 a 8,17175,False
Independencia,2020-12-03,16 a 24,48274,False
Independencia,2020-12-03,8 a 16,61149,False
Independencia,2020-12-04,0 a 8,18252,False
Independencia,2020-12-04,16 a 24,54166,False
Independencia,2020-12-04,8 a 16,60044,False
Independencia,2020-12-05,0 a 8,18824,True
Independencia,2020-12-05,16 a 24,37341,True
Independencia,2020-12-05,8 a 16,49319,True
Independencia,2020-12-06,0 a 8,14169,True
Independencia,2020-12-06,16 a 24,30543,True
Independencia,2020-12-06,8 a 16,23518,True
Independencia,2020-12-07,0 a 8,12192,False
Independencia,2020-12-07,16 a 24,29965,False
Independencia,2020-12-07,8 a 16,28158,False
Independencia,2020-12-08,0 a 8,11509,False
Independencia,2020-12-08,16 a 24,30711,False
Independencia,2020-12-08,8 a 16,25130,False
Independencia,2020-12-09,0 a 8,16270,False
Independencia,2020-12-09,16 a 24,46792,False
Independencia,2020-12-09,8 a 16,64929,False
Independencia,2020-12-10,0 a 8,17123,False
Independencia,2020-12-10,16 a 24,46536,False
Independencia,2020-12-10,8 a 16,60555,False
Independencia,2020-12-11,0 a 8,21125,False
Independencia,2020-12-11,16 a 24,49705,False
Independencia,2020-12-11,8 a 16,72526,False
Independencia,2020-12-12,0 a 8,17437,True
Independencia,2020-12-12,16 a 24,42085,True
Independencia,2020-12-12,8 a 16,52889,True
Independencia,2020-12-13,0 a 8,15686,True
Independencia,2020-12-13,16 a 24,33000,True
Independencia,2020-12-13,8 a 16,25450,True
Independencia,2020-12-14,0 a 8,16220,False
Independencia,2020-12-14,16 a 24,38449,False
Independencia,2020-12-14,8 a 16,55450,False
Independencia,2020-12-15,0 a 8,14915,False
Independencia,2020-12-15,16 a 24,45110,False
Independencia,2020-12-15,8 a 16,70805,False
Independencia,2020-12-16,0 a 8,16903,False
Independencia,2020-12-16,16 a 24,44396,False
Independencia,2020-12-16,8 a 16,61293,False
Independencia,2020-12-17,0 a 8,17393,False
Independencia,2020-12-17,16 a 24,51016,False
Independencia,2020-12-17,8 a 16,62105,False
Independencia,2020-12-18,0 a 8,21500,False
Independencia,2020-12-18,16 a 24,56111,False
Independencia,2020-12-18,8 a 16,71550,False
Independencia,2020-12-19,0 a 8,22353,True
Independencia,2020-12-19,16 a 24,53043,True
Independencia,2020-12-19,8 a 16,61063,True
Independencia,2020-12-20,0 a 8,20176,True
Independencia,2020-12-20,16 a 24,44164,True
Independencia,2020-12-20,8 a 16,36288,True
Independencia,2020-12-21,0 a 8,20636,False
Independencia,2020-12-21,16 a 24,56414,False
Independencia,2020-12-21,8 a 16,66128,False
Independencia,2020-12-22,0 a 8,21043,False
Independencia,2020-12-22,16 a 24,52718,False
Independencia,2020-12-22,8 a 16,61747,False
Independencia,2020-12-23,0 a 8,22427,False
Independencia,2020-12-23,16 a 24,49299,False
Independencia,2020-12-23,8 a 16,59962,False
Independencia,2020-12-24,0 a 8,19482,False
Independencia,2020-12-24,16 a 24,38657,False
