ubicacion,date,rango_hora,cantidad_total,fin_de_semana
9Julio,2020-09-17,0 a 8,15821,False
9Julio,2020-09-17,16 a 24,43969,False
9Julio,2020-09-17,8 a 16,68690,False
9Julio,2020-09-18,0 a 8,16436,False
9Julio,2020-09-18,16 a 24,46960,False
9Julio,2020-09-18,8 a 16,75457,False
9Julio,2020-09-19,0 a 8,9858,True
9Julio,2020-09-19,16 a 24,30992,True
9Julio,2020-09-19,8 a 16,37948,True
9Julio,2020-09-20,0 a 8,6520,True
9Julio,2020-09-20,16 a 24,28239,True
9Julio,2020-09-20,8 a 16,21321,True
9Julio,2020-09-21,0 a 8,15549,False
9Julio,2020-09-21,16 a 24,41965,False
9Julio,2020-09-21,8 a 16,67663,False
9Julio,2020-09-22,0 a 8,15541,False
9Julio,2020-09-22,16 a 24,43844,False
9Julio,2020-09-22,8 a 16,74371,False
9Julio,2020-09-23,0 a 8,16383,False
9Julio,2020-09-23,16 a 24,45129,False
9Julio,2020-09-23,8 a 16,76796,False
9Julio,2020-09-24,0 a 8,16342,False
9Julio,2020-09-24,16 a 24,43986,False
9Julio,2020-09-24,8 a 16,78540,False
9Julio,2020-09-25,0 a 8,15167,False
9Julio,2020-09-25,16 a 24,42892,False
9Julio,2020-09-25,8 a 16,75347,False
9Julio,2020-09-26,0 a 8,8355,True
9Julio,2020-09-26,16 a 24,22652,True
9Julio,2020-09-26,8 a 16,29779,True
9Julio,2020-09-27,0 a 8,5822,True
9Julio,2020-09-27,16 a 24,22038,True
9Julio,2020-09-27,8 a 16,19371,True
9Julio,2020-09-28,0 a 8,14315,False
9Julio,2020-09-28,16 a 24,37145,False
9Julio,2020-09-28,8 a 16,60332,False
9Julio,2020-09-29,0 a 8,14937,False
9Julio,2020-09-29,16 a 24,38328,False
9Julio,2020-09-29,8 a 16,68111,False
9Julio,2020-09-30,0 a 8,16149,False
9Julio,2020-09-30,16 a 24,42029,False
9Julio,2020-09-30,8 a 16,69440,False
9Julio,2020-10-01,0 a 8,15955,False
9Julio,2020-10-01,16 a 24,43983,False
9Julio,2020-10-01,8 a 16,72837,False
9Julio,2020-10-02,0 a 8,16433,False
9Julio,2020-10-02,16 a 24,43945,False
9Julio,2020-10-02,8 a 16,71242,False
9Julio,2020-10-03,0 a 8,9630,True
9Julio,2020-10-03,16 a 24,25656,True
9Julio,2020-10-03,8 a 16,36916,True
9Julio,2020-10-04,0 a 8,6212,True
9Julio,2020-10-04,16 a 24,22939,True
9Julio,2020-10-04,8 a 16,19828,True
9Julio,2020-10-05,0 a 8,15068,False
9Julio,2020-10-05,16 a 24,38237,False
9Julio,2020-10-05,8 a 16,65978,False
9Julio,2020-10-06,0 a 8,15023,False
9Julio,2020-10-06,16 a 24,36556,False
9Julio,2020-10-06,8 a 16,67697,False
9Julio,2020-10-07,0 a 8,16097,False
9Julio,2020-10-07,16 a 24,38428,False
9Julio,2020-10-07,8 a 16,68078,False
9Julio,2020-10-08,0 a 8,16863,False
9Julio,2020-10-08,16 a 24,36002,False
9Julio,2020-10-08,8 a 16,66943,False
9Julio,2020-10-09,0 a 8,16795,False
9Julio,2020-10-09,16 a 24,40444,False
9Julio,2020-10-09,8 a 16,66088,False
9Julio,2020-10-10,0 a 8,11549,True
9Julio,2020-10-10,16 a 24,28970,True
9Julio,2020-10-10,8 a 16,39367,True
9Julio,2020-10-11,0 a 8,7307,True
9Julio,2020-10-11,16 a 24,24483,True
9Julio,2020-10-11,8 a 16,22307,True
9Julio,2020-10-12,0 a 8,7520,False
9Julio,2020-10-12,16 a 24,29800,False
9Julio,2020-10-12,8 a 16,25826,False
9Julio,2020-10-13,0 a 8,18182,False
9Julio,2020-10-13,16 a 24,34321,False
9Julio,2020-10-13,8 a 16,70458,False
9Julio,2020-10-14,0 a 8,15875,False
9Julio,2020-10-14,16 a 24,40380,False
9Julio,2020-10-14,8 a 16,62898,False
9Julio,2020-10-15,0 a 8,16193,False
9Julio,2020-10-15,16 a 24,42164,False
9Julio,2020-10-15,8 a 16,70012,False
9Julio,2020-10-16,0 a 8,16130,False
9Julio,2020-10-16,16 a 24,48830,False
9Julio,2020-10-16,8 a 16,72442,False
9Julio,2020-10-17,0 a 8,11840,True
9Julio,2020-10-17,16 a 24,27721,True
9Julio,2020-10-17,8 a 16,37554,True
9Julio,2020-10-18,0 a 8,7302,True
9Julio,2020-10-18,16 a 24,34503,True
9Julio,2020-10-18,8 a 16,26322,True
9Julio,2020-10-19,0 a 8,17654,False
9Julio,2020-10-19,16 a 24,42730,False
9Julio,2020-10-19,8 a 16,77831,False
9Julio,2020-10-20,0 a 8,14799,False
9Julio,2020-10-20,16 a 24,43613,False
9Julio,2020-10-20,8 a 16,75559,False
9Julio,2020-10-21,0 a 8,16342,False
9Julio,2020-10-21,16 a 24,43789,False
9Julio,2020-10-21,8 a 16,80477,False
9Julio,2020-10-22,0 a 8,15882,False
9Julio,2020-10-22,16 a 24,48245,False
9Julio,2020-10-22,8 a 16,83644,False
9Julio,2020-10-23,0 a 8,17389,False
9Julio,2020-10-23,16 a 24,53748,False
9Julio,2020-10-23,8 a 16,88053,False
9Julio,2020-10-24,0 a 8,11923,True
9Julio,2020-10-24,16 a 24,32634,True
9Julio,2020-10-24,8 a 16,43610,True
9Julio,2020-10-25,0 a 8,8607,True
9Julio,2020-10-25,16 a 24,23522,True
9Julio,2020-10-25,8 a 16,20143,True
9Julio,2020-10-26,0 a 8,17192,False
9Julio,2020-10-26,16 a 24,45546,False
9Julio,2020-10-26,8 a 16,75901,False
9Julio,2020-10-27,0 a 8,17430,False
9Julio,2020-10-27,16 a 24,48394,False
9Julio,2020-10-27,8 a 16,78049,False
9Julio,2020-10-28,0 a 8,17846,False
9Julio,2020-10-28,16 a 24,48253,False
9Julio,2020-10-28,8 a 16,86633,False
9Julio,2020-10-29,0 a 8,16834,False
9Julio,2020-10-29,16 a 24,48826,False
9Julio,2020-10-29,8 a 16,69496,False
9Julio,2020-10-30,0 a 8,17922,False
9Julio,2020-10-30,16 a 24,45522,False
9Julio,2020-10-30,8 a 16,78719,False
9Julio,2020-10-31,0 a 8,11586,True
9Julio,2020-10-31,16 a 24,30139,True
9Julio,2020-10-31,8 a 16,40235,True
9Julio,2020-11-01,0 a 8,8964,True
9Julio,2020-11-01,16 a 24,34347,True
9Julio,2020-11-01,8 a 16,25471,True
9Julio,2020-11-02,0 a 8,17213,False
9Julio,2020-11-02,16 a 24,43802,False
9Julio,2020-11-02,8 a 16,72199,False
9Julio,2020-11-03,0 a 8,16810,False
9Julio,2020-11-03,16 a 24,46133,False
9Julio,2020-11-03,8 a 16,76160,False
9Julio,2020-11-04,0 a 8,18623,False
9Julio,2020-11-04,16 a 24,51842,False
9Julio,2020-11-04,8 a 16,83455,False
9Julio,2020-11-05,0 a 8,19172,False
9Julio,2020-11-05,16 a 24,56590,False
9Julio,2020-11-05,8 a 16,82061,False
9Julio,2020-11-06,0 a 8,20550,False
9Julio,2020-11-06,16 a 24,55833,False
9Julio,2020-11-06,8 a 16,85114,False
9Julio,2020-11-07,0 a 8,14915,True
9Julio,2020-11-07,16 a 24,38944,True
9Julio,2020-11-07,8 a 16,48030,True
9Julio,2020-11-08,0 a 8,11883,True
9Julio,2020-11-08,16 a 24,43903,True
9Julio,2020-11-08,8 a 16,29856,True
9Julio,2020-11-09,0 a 8,20573,False
9Julio,2020-11-09,16 a 24,55363,False
9Julio,2020-11-09,8 a 16,89563,False
9Julio,2020-11-10,0 a 8,19014,False
9Julio,2020-11-10,16 a 24,54240,False
9Julio,2020-11-10,8 a 16,81341,False
9Julio,2020-11-11,0 a 8,20115,False
9Julio,2020-11-11,16 a 24,55313,False
9Julio,2020-11-11,8 a 16,86949,False
9Julio,2020-11-12,0 a 8,20585,False
9Julio,2020-11-12,16 a 24,55267,False
9Julio,2020-11-12,8 a 16,87566,False
9Julio,2020-11-13,0 a 8,21333,False
9Julio,2020-11-13,16 a 24,58853,False
9Julio,2020-11-13,8 a 16,88435,False
9Julio,2020-11-14,0 a 8,15935,True
9Julio,2020-11-14,16 a 24,38061,True
9Julio,2020-11-14,8 a 16,50091,True
9Julio,2020-11-15,0 a 8,11922,True
9Julio,2020-11-15,16 a 24,43130,True
9Julio,2020-11-15,8 a 16,31092,True
9Julio,2020-11-16,0 a 8,21259,False
9Julio,2020-11-16,16 a 24,51771,False
9Julio,2020-11-16,8 a 16,81895,False
9Julio,2020-11-17,0 a 8,21228,False
9Julio,2020-11-17,16 a 24,53227,False
9Julio,2020-11-17,8 a 16,83853,False
9Julio,2020-11-18,0 a 8,21844,False
9Julio,2020-11-18,16 a 24,56605,False
9Julio,2020-11-18,8 a 16,92699,False
9Julio,2020-11-19,0 a 8,22479,False
9Julio,2020-11-19,16 a 24,57893,False
9Julio,2020-11-19,8 a 16,88241,False
9Julio,2020-11-20,0 a 8,23522,False
9Julio,2020-11-20,16 a 24,59381,False
9Julio,2020-11-20,8 a 16,92091,False
9Julio,2020-11-21,0 a 8,16926,True
9Julio,2020-11-21,16 a 24,38617,True
9Julio,2020-11-21,8 a 16,50159,True
9Julio,2020-11-22,0 a 8,12371,True
9Julio,2020-11-22,16 a 24,37210,True
9Julio,2020-11-22,8 a 16,31711,True
9Julio,2020-11-23,0 a 8,11977,False
9Julio,2020-11-23,16 a 24,37555,False
9Julio,2020-11-23,8 a 16,31365,False
9Julio,2020-11-24,0 a 8,22215,False
9Julio,2020-11-24,16 a 24,49513,False
9Julio,2020-11-24,8 a 16,84530,False
9Julio,2020-11-25,0 a 8,18906,False
9Julio,2020-11-25,16 a 24,51198,False
9Julio,2020-11-25,8 a 16,84167,False
9Julio,2020-11-26,0 a 8,20625,False
9Julio,2020-11-26,16 a 24,46453,False
9Julio,2020-11-26,8 a 16,75945,False
9Julio,2020-11-27,0 a 8,21155,False
9Julio,2020-11-27,16 a 24,54509,False
9Julio,2020-11-27,8 a 16,82652,False
9Julio,2020-11-28,0 a 8,15816,True
9Julio,2020-11-28,16 a 24,37033,True
9Julio,2020-11-28,8 a 16,46662,True
9Julio,2020-11-29,0 a 8,12783,True
9Julio,2020-11-29,16 a 24,39665,True
9Julio,2020-11-29,8 a 16,30010,True
9Julio,2020-11-30,0 a 8,20596,False
9Julio,2020-11-30,16 a 24,47159,False
9Julio,2020-11-30,8 a 16,77126,False
9Julio,2020-12-01,0 a 8,18436,False
9Julio,2020-12-01,16 a 24,51290,False
9Julio,2020-12-01,8 a 16,78918,False
9Julio,2020-12-02,0 a 8,20548,False
9Julio,2020-12-02,16 a 24,53381,False
9Julio,2020-12-02,8 a 16,86570,False
9Julio,2020-12-03,0 a 8,21821,False
9Julio,2020-12-03,16 a 24,57734,False
9Julio,2020-12-03,8 a 16,84914,False
9Julio,2020-12-04,0 a 8,24862,False
9Julio,2020-12-04,16 a 24,64352,False
9Julio,2020-12-04,8 a 16,90541,False
9Julio,2020-12-05,0 a 8,19740,True
9Julio,2020-12-05,16 a 24,39575,True
9Julio,2020-12-05,8 a 16,54699,True
9Julio,2020-12-06,0 a 8,13691,True
9Julio,2020-12-06,16 a 24,36603,True
9Julio,2020-12-06,8 a 16,33662,True
9Julio,2020-12-07,0 a 8,12836,False
9Julio,2020-12-07,16 a 24,37419,False
9Julio,2020-12-07,8 a 16,36617,False
9Julio,2020-12-08,0 a 8,12389,False
9Julio,2020-12-08,16 a 24,38055,False
9Julio,2020-12-08,8 a 16,34802,False
9Julio,2020-12-09,0 a 8,23931,False
9Julio,2020-12-09,16 a 24,54297,False
9Julio,2020-12-09,8 a 16,89569,False
9Julio,2020-12-10,0 a 8,23781,False
9Julio,2020-12-10,16 a 24,55041,False
9Julio,2020-12-10,8 a 16,88098,False
9Julio,2020-12-11,0 a 8,24999,False
9Julio,2020-12-11,16 a 24,60452,False
9Julio,2020-12-11,8 a 16,91795,False
9Julio,2020-12-12,0 a 8,18466,True
9Julio,2020-12-12,16 a 24,39693,True
9Julio,2020-12-12,8 a 16,55193,True
9Julio,2020-12-13,0 a 8,12581,True
9Julio,2020-12-13,16 a 24,36829,True
9Julio,2020-12-13,8 a 16,28702,True
9Julio,2020-12-14,0 a 8,22380,False
9Julio,2020-12-14,16 a 24,53204,False
9Julio,2020-12-14,8 a 16,83781,False
9Julio,2020-12-15,0 a 8,22614,False
9Julio,2020-12-15,16 a 24,56072,False
9Julio,2020-12-15,8 a 16,94986,False
9Julio,2020-12-16,0 a 8,21956,False
9Julio,2020-12-16,16 a 24,53505,False
9Julio,2020-12-16,8 a 16,84390,False
9Julio,2020-12-17,0 a 8,22910,False
9Julio,2020-12-17,16 a 24,56261,False
9Julio,2020-12-17,8 a 16,83380,False
9Julio,2020-12-18,0 a 8,24853,False
9Julio,2020-12-18,16 a 24,57809,False
9Julio,2020-12-18,8 a 16,87339,False
9Julio,2020-12-19,0 a 8,18391,True
9Julio,2020-12-19,16 a 24,41415,True
9Julio,2020-12-19,8 a 16,55795,True
9Julio,2020-12-20,0 a 8,13668,True
9Julio,2020-12-20,16 a 24,42119,True
9Julio,2020-12-20,8 a 16,34532,True
9Julio,2020-12-21,0 a 8,23788,False
9Julio,2020-12-21,16 a 24,57275,False
9Julio,2020-12-21,8 a 16,89877,False
9Julio,2020-12-22,0 a 8,24326,False
9Julio,2020-12-22,16 a 24,60957,False
9Julio,2020-12-22,8 a 16,95203,False
9Julio,2020-12-23,0 a 8,25250,False
9Julio,2020-12-23,16 a 24,20245,False
9Julio,2020-12-23,8 a 16,51763,False
9Julio,2020-12-24,0 a 8,17064,False
9Julio,2020-12-24,16 a 24,29431,False
9Julio,2020-12-24,8 a 16,44483,False
9Julio,2020-12-25,0 a 8,16463,False
9Julio,2020-12-25,16 a 24,30346,False
9Julio,2020-12-25,8 a 16,19318,False
9Julio,2020-12-26,0 a 8,12249,True
9Julio,2020-12-26,16 a 24,32822,True
9Julio,2020-12-26,8 a 16,36199,True
9Julio,2020-12-27,0 a 8,13000,True
9Julio,2020-12-27,16 a 24,35576,True
9Julio,2020-12-27,8 a 16,26982,True
9Julio,2020-12-28,0 a 8,21953,False
9Julio,2020-12-28,16 a 24,51891,False
9Julio,2020-12-28,8 a 16,78208,False
9Julio,2020-12-29,0 a 8,21766,False
9Julio,2020-12-29,16 a 24,54111,False
9Julio,2020-12-29,8 a 16,85952,False
9Julio,2020-12-30,0 a 8,25146,False
9Julio,2020-12-30,16 a 24,53974,False
9Julio,2020-12-30,8 a 16,85077,False
9Julio,2020-12-31,0 a 8,15582,False
9Julio,2020-12-31,16 a 24,26317,False
9Julio,2020-12-31,8 a 16,39127,False
Independencia,2020-03-01,0 a 8,15319,True
Independencia,2020-03-01,16 a 24,27438,True
Independencia,2020-03-01,8 a 16,25839,True
Independencia,2020-03-02,0 a 8,15686,False
Independencia,2020-03-02,16 a 24,37198,False
Independencia,2020-03-02,8 a 16,54533,False
Independencia,2020-03-03,0 a 8,14882,False
Independencia,2020-03-03,16 a 24,37629,False
Independencia,2020-03-03,8 a 16,55957,False
Independencia,2020-03-04,0 a 8,14344,False
Independencia,2020-03-04,16 a 24,39947,False
Independencia,2020-03-04,8 a 16,54779,False
Independencia,2020-03-05,0 a 8,16350,False
Independencia,2020-03-05,16 a 24,39717,False
Independencia,2020-03-05,8 a 16,55327,False
Independencia,2020-03-06,0 a 8,16976,False
Independencia,2020-03-06,16 a 24,45538,False
Independencia,2020-03-06,8 a 16,62052,False
Independencia,2020-03-07,0 a 8,18096,True
Independencia,2020-03-07,16 a 24,35430,True
Independencia,2020-03-07,8 a 16,43677,True
Independencia,2020-03-08,0 a 8,20108,True
Independencia,2020-03-08,16 a 24,33903,True
Independencia,2020-03-08,8 a 16,25580,True
Independencia,2020-03-09,0 a 8,15733,False
Independencia,2020-03-09,16 a 24,38277,False
Independencia,2020-03-09,8 a 16,55029,False
Independencia,2020-03-10,0 a 8,14964,False
Independencia,2020-03-10,16 a 24,38049,False
Independencia,2020-03-10,8 a 16,56299,False
Independencia,2020-03-11,0 a 8,14536,False
Independencia,2020-03-11,16 a 24,39414,False
Independencia,2020-03-11,8 a 16,54611,False
Independencia,2020-03-12,0 a 8,16108,False
Independencia,2020-03-12,16 a 24,39445,False
Independencia,2020-03-12,8 a 16,55037,False
Independencia,2020-03-13,0 a 8,16969,False
Independencia,2020-03-13,16 a 24,45780,False
Independencia,2020-03-13,8 a 16,62245,False
Independencia,2020-03-14,0 a 8,18246,True
Independencia,2020-03-14,16 a 24,34551,True
Independencia,2020-03-14,8 a 16,44038,True
Independencia,2020-03-15,0 a 8,18337,True
Independencia,2020-03-15,16 a 24,32445,True
Independencia,2020-03-15,8 a 16,24778,True
Independencia,2020-03-16,0 a 8,11405,False
Independencia,2020-03-16,16 a 24,29196,False
Independencia,2020-03-16,8 a 16,45583,False
Independencia,2020-03-17,0 a 8,9833,False
Independencia,2020-03-17,16 a 24,30798,False
Independencia,2020-03-17,8 a 16,45921,False
Independencia,2020-03-18,0 a 8,10337,False
Independencia,2020-03-18,16 a 24,34016,False
Independencia,2020-03-18,8 a 16,49555,False
Independencia,2020-03-19,0 a 8,11522,False
Independencia,2020-03-19,16 a 24,35672,False
Independencia,2020-03-19,8 a 16,56850,False
Independencia,2020-03-20,0 a 8,5110,False
Independencia,2020-03-20,16 a 24,9647,False
Independencia,2020-03-20,8 a 16,18098,False
Independencia,2020-03-21,0 a 8,2829,True
Independencia,2020-03-21,16 a 24,3924,True
Independencia,2020-03-21,8 a 16,10596,True
Independencia,2020-03-22,0 a 8,1610,True
Independencia,2020-03-22,16 a 24,664,True
Independencia,2020-03-22,8 a 16,4635,True
Independencia,2020-03-23,0 a 8,1195,False
Independencia,2020-03-23,16 a 24,5456,False
Independencia,2020-03-23,8 a 16,4550,False
Independencia,2020-03-24,0 a 8,2442,False
Independencia,2020-03-24,16 a 24,5091,False
Independencia,2020-03-24,8 a 16,7261,False
Independencia,2020-03-25,0 a 8,3764,False
Independencia,2020-03-25,16 a 24,10725,False
Independencia,2020-03-25,8 a 16,18308,False
Independencia,2020-03-26,0 a 8,4972,False
Independencia,2020-03-26,16 a 24,10638,False
Independencia,2020-03-26,8 a 16,20022,False
Independencia,2020-03-27,0 a 8,4939,False
Independencia,2020-03-27,16 a 24,9993,False
Independencia,2020-03-27,8 a 16,18781,False
Independencia,2020-03-28,0 a 8,3159,True
Independencia,2020-03-28,16 a 24,6598,True
Independencia,2020-03-28,8 a 16,11959,True
Independencia,2020-03-29,0 a 8,2536,True
Independencia,2020-03-29,16 a 24,6014,True
Independencia,2020-03-29,8 a 16,8386,True
Independencia,2020-03-30,0 a 8,4522,False
Independencia,2020-03-30,16 a 24,10638,False
Independencia,2020-03-30,8 a 16,18739,False
Independencia,2020-03-31,0 a 8,3799,False
Independencia,2020-03-31,16 a 24,7375,False
Independencia,2020-03-31,8 a 16,10235,False
Independencia,2020-04-01,0 a 8,5805,False
Independencia,2020-04-01,16 a 24,2319,False
Independencia,2020-04-01,8 a 16,13059,False
Independencia,2020-04-02,0 a 8,1668,False
Independencia,2020-04-02,16 a 24,2508,False
Independencia,2020-04-02,8 a 16,3543,False
Independencia,2020-04-03,0 a 8,1756,False
Independencia,2020-04-03,16 a 24,12296,False
Independencia,2020-04-03,8 a 16,18080,False
Independencia,2020-04-04,0 a 8,4257,True
Independencia,2020-04-04,16 a 24,8049,True
Independencia,2020-04-04,8 a 16,11043,True
Independencia,2020-04-05,0 a 8,2888,True
Independencia,2020-04-05,16 a 24,7141,True
Independencia,2020-04-05,8 a 16,6310,True
Independencia,2020-04-06,0 a 8,6328,False
Independencia,2020-04-06,16 a 24,12529,False
Independencia,2020-04-06,8 a 16,18892,False
Independencia,2020-04-07,0 a 8,6157,False
Independencia,2020-04-07,16 a 24,12373,False
Independencia,2020-04-07,8 a 16,20372,False
Independencia,2020-04-08,0 a 8,6483,False
Independencia,2020-04-08,16 a 24,12692,False
Independencia,2020-04-08,8 a 16,16746,False
Independencia,2020-04-09,0 a 8,5120,False
Independencia,2020-04-09,16 a 24,11094,False
Independencia,2020-04-09,8 a 16,16827,False
Independencia,2020-04-10,0 a 8,3501,False
Independencia,2020-04-10,16 a 24,8554,False
Independencia,2020-04-10,8 a 16,9159,False
Independencia,2020-04-11,0 a 8,3791,True
Independencia,2020-04-11,16 a 24,5761,True
Independencia,2020-04-11,8 a 16,10074,True
Independencia,2020-04-12,0 a 8,1800,True
Independencia,2020-04-12,16 a 24,3732,True
Independencia,2020-04-12,8 a 16,4055,True
Independencia,2020-04-13,0 a 8,3862,False
Independencia,2020-04-13,16 a 24,6944,False
Independencia,2020-04-13,8 a 16,15059,False
Independencia,2020-04-14,0 a 8,4166,False
Independencia,2020-04-14,16 a 24,8482,False
Independencia,2020-04-14,8 a 16,14358,False
Independencia,2020-04-15,0 a 8,4620,False
Independencia,2020-04-15,16 a 24,9272,False
Independencia,2020-04-15,8 a 16,16209,False
Independencia,2020-04-16,0 a 8,6071,False
Independencia,2020-04-16,16 a 24,14675,False
Independencia,2020-04-16,8 a 16,25706,False
Independencia,2020-04-17,0 a 8,6290,False
Independencia,2020-04-17,16 a 24,15789,False
Independencia,2020-04-17,8 a 16,27359,False
Independencia,2020-04-18,0 a 8,4267,True
Independencia,2020-04-18,16 a 24,10679,True
Independencia,2020-04-18,8 a 16,14958,True
Independencia,2020-04-19,0 a 8,3161,True
Independencia,2020-04-19,16 a 24,7992,True
Independencia,2020-04-19,8 a 16,7427,True
Independencia,2020-04-20,0 a 8,6736,False
Independencia,2020-04-20,16 a 24,15580,False
Independencia,2020-04-20,8 a 16,27356,False
Independencia,2020-04-21,0 a 8,7031,False
Independencia,2020-04-21,16 a 24,15844,False
Independencia,2020-04-21,8 a 16,28638,False
Independencia,2020-04-22,0 a 8,6884,False
Independencia,2020-04-22,16 a 24,12033,False
Independencia,2020-04-22,8 a 16,11996,False
Independencia,2020-04-23,0 a 8,6584,False
Independencia,2020-04-23,16 a 24,15939,False
Independencia,2020-04-23,8 a 16,29029,False
Independencia,2020-04-24,0 a 8,6906,False
Independencia,2020-04-24,16 a 24,19873,False
Independencia,2020-04-24,8 a 16,35335,False
Independencia,2020-04-25,0 a 8,5025,True
Independencia,2020-04-25,16 a 24,13513,True
Independencia,2020-04-25,8 a 16,19696,True
Independencia,2020-04-26,0 a 8,3800,True
Independencia,2020-04-26,16 a 24,10223,True
Independencia,2020-04-26,8 a 16,9539,True
Independencia,2020-04-27,0 a 8,8099,False
Independencia,2020-04-27,16 a 24,19403,False
Independencia,2020-04-27,8 a 16,36736,False
Independencia,2020-04-28,0 a 8,7818,False
Independencia,2020-04-28,16 a 24,19997,False
Independencia,2020-04-28,8 a 16,35024,False
Independencia,2020-04-29,0 a 8,8209,False
Independencia,2020-04-29,16 a 24,20812,False
Independencia,2020-04-29,8 a 16,39084,False
Independencia,2020-04-30,0 a 8,8767,False
Independencia,2020-04-30,16 a 24,22692,False
Independencia,2020-04-30,8 a 16,39398,False
Independencia,2020-05-01,0 a 8,4496,False
Independencia,2020-05-01,16 a 24,12462,False
Independencia,2020-05-01,8 a 16,12650,False
Independencia,2020-05-02,0 a 8,5507,True
Independencia,2020-05-02,16 a 24,14908,True
Independencia,2020-05-02,8 a 16,20560,True
Independencia,2020-05-03,0 a 8,3676,True
Independencia,2020-05-03,16 a 24,10445,True
Independencia,2020-05-03,8 a 16,10046,True
Independencia,2020-05-04,0 a 8,7780,False
Independencia,2020-05-04,16 a 24,18454,False
Independencia,2020-05-04,8 a 16,38567,False
Independencia,2020-05-05,0 a 8,7354,False
Independencia,2020-05-05,16 a 24,23722,False
Independencia,2020-05-05,8 a 16,45043,False
Independencia,2020-05-06,0 a 8,9264,False
Independencia,2020-05-06,16 a 24,24642,False
Independencia,2020-05-06,8 a 16,40854,False
Independencia,2020-05-07,0 a 8,8522,False
Independencia,2020-05-07,16 a 24,23784,False
Independencia,2020-05-07,8 a 16,43181,False
Independencia,2020-05-08,0 a 8,9450,False
Independencia,2020-05-08,16 a 24,27272,False
Independencia,2020-05-08,8 a 16,45755,False
Independencia,2020-05-09,0 a 8,6167,True
Independencia,2020-05-09,16 a 24,17933,True
Independencia,2020-05-09,8 a 16,24605,True
Independencia,2020-05-10,0 a 8,4662,True
Independencia,2020-05-10,16 a 24,12840,True
Independencia,2020-05-10,8 a 16,11821,True
Independencia,2020-05-11,0 a 8,8748,False
Independencia,2020-05-11,16 a 24,23639,False
Independencia,2020-05-11,8 a 16,41956,False
Independencia,2020-05-12,0 a 8,9048,False
Independencia,2020-05-12,16 a 24,26553,False
Independencia,2020-05-12,8 a 16,44699,False
Independencia,2020-05-13,0 a 8,10227,False
Independencia,2020-05-13,16 a 24,27795,False
Independencia,2020-05-13,8 a 16,48445,False
Independencia,2020-05-14,0 a 8,10510,False
Independencia,2020-05-14,16 a 24,30588,False
Independencia,2020-05-14,8 a 16,50031,False
Independencia,2020-05-15,0 a 8,11057,False
Independencia,2020-05-15,16 a 24,33986,False
Independencia,2020-05-15,8 a 16,52622,False
Independencia,2020-05-16,0 a 8,7136,True
Independencia,2020-05-16,16 a 24,20506,True
Independencia,2020-05-16,8 a 16,29391,True
Independencia,2020-05-17,0 a 8,5326,True
Independencia,2020-05-17,16 a 24,16261,True
Independencia,2020-05-17,8 a 16,13888,True
Independencia,2020-05-18,0 a 8,10974,False
Independencia,2020-05-18,16 a 24,28240,False
Independencia,2020-05-18,8 a 16,49419,False
Independencia,2020-05-19,0 a 8,9840,False
Independencia,2020-05-19,16 a 24,25078,False
Independencia,2020-05-19,8 a 16,45699,False
Independencia,2020-05-20,0 a 8,9998,False
Independencia,2020-05-20,16 a 24,27328,False
Independencia,2020-05-20,8 a 16,48043,False
Independencia,2020-05-21,0 a 8,9491,False
Independencia,2020-05-21,16 a 24,26196,False
Independencia,2020-05-21,8 a 16,54172,False
Independencia,2020-05-22,0 a 8,9554,False
Independencia,2020-05-22,16 a 24,30124,False
Independencia,2020-05-22,8 a 16,57856,False
Independencia,2020-05-23,0 a 8,6754,True
Independencia,2020-05-23,16 a 24,17767,True
Independencia,2020-05-23,8 a 16,26556,True
Independencia,2020-05-24,0 a 8,5126,True
Independencia,2020-05-24,16 a 24,14302,True
Independencia,2020-05-24,8 a 16,12856,True
Independencia,2020-05-25,0 a 8,5209,False
Independencia,2020-05-25,16 a 24,16941,False
Independencia,2020-05-25,8 a 16,18279,False
Independencia,2020-05-26,0 a 8,9700,False
Independencia,2020-05-26,16 a 24,27822,False
Independencia,2020-05-26,8 a 16,47579,False
Independencia,2020-05-27,0 a 8,9647,False
Independencia,2020-05-27,16 a 24,24203,False
Independencia,2020-05-27,8 a 16,49346,False
Independencia,2020-05-28,0 a 8,7882,False
Independencia,2020-05-28,16 a 24,28213,False
Independencia,2020-05-28,8 a 16,44423,False
Independencia,2020-05-29,0 a 8,9676,False
Independencia,2020-05-29,16 a 24,31841,False
Independencia,2020-05-29,8 a 16,47657,False
Independencia,2020-05-30,0 a 8,6478,True
Independencia,2020-05-30,16 a 24,19432,True
Independencia,2020-05-30,8 a 16,30220,True
Independencia,2020-05-31,0 a 8,4703,True
Independencia,2020-05-31,16 a 24,16481,True
Independencia,2020-05-31,8 a 16,13470,True
Independencia,2020-06-01,0 a 8,10174,False
Independencia,2020-06-01,16 a 24,29202,False
Independencia,2020-06-01,8 a 16,46483,False
Independencia,2020-06-02,0 a 8,9510,False
Independencia,2020-06-02,16 a 24,28579,False
Independencia,2020-06-02,8 a 16,47891,False
Independencia,2020-06-03,0 a 8,9392,False
Independencia,2020-06-03,16 a 24,31120,False
Independencia,2020-06-03,8 a 16,42334,False
Independencia,2020-06-04,0 a 8,10133,False
Independencia,2020-06-04,16 a 24,27143,False
Independencia,2020-06-04,8 a 16,48521,False
Independencia,2020-06-05,0 a 8,8446,False
